User_ID,Age,Weight_KG,Height_CM,BMI,Fitness_Goal,Diet_Preference,Experience_Level
2522,34,108,188,30.6,Muscle Gain,Non-Vegetarian,Advanced
2523,27,112,150,49.8,Fat Loss,Vegetarian,Beginner
2524,47,53,167,19.0,Weight Maintenance,Vegetarian,Advanced
2525,64,119,173,39.8,Weight Maintenance,Vegetarian,Intermediate
2526,26,120,191,32.9,Muscle Gain,Non-Vegetarian,Advanced
2527,62,74,158,29.6,Muscle Gain,Non-Vegetarian,Intermediate
2528,57,93,161,35.9,Weight Maintenance,Non-Vegetarian,Advanced
2529,54,122,178,38.5,Muscle Gain,Vegetarian,Advanced
2530,56,115,199,29.0,Fat Loss,Vegetarian,Advanced
2531,59,118,157,47.9,Fat Loss,Non-Vegetarian,Advanced
2532,33,84,168,29.8,Muscle Gain,Vegetarian,Beginner
2533,57,58,188,16.4,Muscle Gain,Non-Vegetarian,Intermediate
2534,53,73,175,23.8,Fat Loss,Vegetarian,Beginner
2535,62,101,193,27.1,Weight Maintenance,Vegetarian,Beginner
2536,60,128,187,36.6,Weight Maintenance,Non-Vegetarian,Advanced
2537,26,63,180,19.4,Muscle Gain,Vegetarian,Intermediate
2538,31,59,161,22.8,Weight Maintenance,Non-Vegetarian,Beginner
2539,61,63,161,24.3,Weight Maintenance,Non-Vegetarian,Advanced
2540,44,91,178,28.7,Fat Loss,Vegetarian,Beginner
2541,28,81,195,21.3,Fat Loss,Vegetarian,Intermediate
2542,48,67,179,20.9,Weight Maintenance,Vegetarian,Intermediate
2543,19,61,194,16.2,Muscle Gain,Vegetarian,Advanced
2544,50,93,198,23.7,Weight Maintenance,Vegetarian,Advanced
2545,62,100,176,32.3,Fat Loss,Vegetarian,Beginner
2546,28,118,158,47.3,Muscle Gain,Vegetarian,Intermediate
2547,21,115,159,45.5,Weight Maintenance,Vegetarian,Beginner
2548,37,61,190,16.9,Fat Loss,Vegetarian,Advanced
2549,56,83,197,21.4,Weight Maintenance,Vegetarian,Intermediate
2550,36,64,185,18.7,Weight Maintenance,Vegetarian,Beginner
2551,32,114,190,31.6,Muscle Gain,Vegetarian,Intermediate
2552,40,90,191,24.7,Weight Maintenance,Non-Vegetarian,Beginner
2553,27,102,167,36.6,Muscle Gain,Non-Vegetarian,Intermediate
2554,61,119,181,36.3,Fat Loss,Vegetarian,Intermediate
2555,19,50,189,14.0,Weight Maintenance,Vegetarian,Advanced
2556,61,55,179,17.2,Muscle Gain,Vegetarian,Intermediate
2557,19,55,196,14.3,Muscle Gain,Vegetarian,Beginner
2558,36,92,178,29.0,Weight Maintenance,Non-Vegetarian,Intermediate
2559,29,129,200,32.2,Fat Loss,Non-Vegetarian,Beginner
2560,22,57,187,16.3,Muscle Gain,Vegetarian,Advanced
2561,28,100,195,26.3,Weight Maintenance,Vegetarian,Intermediate
2562,51,120,159,47.5,Weight Maintenance,Non-Vegetarian,Beginner
2563,41,53,181,16.2,Fat Loss,Vegetarian,Advanced
2564,61,76,176,24.5,Muscle Gain,Vegetarian,Advanced
2565,57,53,179,16.5,Muscle Gain,Vegetarian,Intermediate
2566,41,124,173,41.4,Fat Loss,Vegetarian,Advanced
2567,35,81,195,21.3,Weight Maintenance,Vegetarian,Advanced
2568,26,122,194,32.4,Weight Maintenance,Vegetarian,Advanced
2569,64,65,157,26.4,Muscle Gain,Vegetarian,Beginner
2570,59,105,182,31.7,Weight Maintenance,Vegetarian,Beginner
2571,27,79,175,25.8,Weight Maintenance,Vegetarian,Advanced
2572,50,72,200,18.0,Weight Maintenance,Vegetarian,Beginner
2573,39,94,159,37.2,Fat Loss,Non-Vegetarian,Advanced
2574,45,96,155,40.0,Muscle Gain,Vegetarian,Intermediate
2575,24,100,189,28.0,Fat Loss,Non-Vegetarian,Advanced
2576,38,79,176,25.5,Fat Loss,Vegetarian,Advanced
2577,18,104,187,29.7,Muscle Gain,Vegetarian,Advanced
2578,29,82,165,30.1,Fat Loss,Vegetarian,Beginner
2579,41,99,195,26.0,Fat Loss,Vegetarian,Intermediate
2580,53,74,188,20.9,Muscle Gain,Vegetarian,Beginner
2581,56,61,199,15.4,Weight Maintenance,Vegetarian,Advanced
2582,24,120,168,42.5,Fat Loss,Non-Vegetarian,Intermediate
2583,58,122,174,40.3,Muscle Gain,Vegetarian,Advanced
2584,56,73,153,31.2,Weight Maintenance,Non-Vegetarian,Advanced
2585,40,60,192,16.3,Fat Loss,Vegetarian,Beginner
2586,50,111,175,36.2,Muscle Gain,Vegetarian,Intermediate
2587,41,124,183,37.0,Fat Loss,Non-Vegetarian,Advanced
2588,61,100,177,31.9,Weight Maintenance,Vegetarian,Advanced
2589,60,96,172,32.4,Muscle Gain,Non-Vegetarian,Beginner
2590,54,129,173,43.1,Weight Maintenance,Non-Vegetarian,Intermediate
2591,59,84,197,21.6,Fat Loss,Vegetarian,Beginner
2592,65,98,199,24.7,Weight Maintenance,Vegetarian,Beginner
2593,54,108,153,46.1,Muscle Gain,Non-Vegetarian,Advanced
2594,58,91,174,30.1,Muscle Gain,Vegetarian,Intermediate
2595,23,58,163,21.8,Muscle Gain,Non-Vegetarian,Beginner
2596,24,68,193,18.3,Fat Loss,Vegetarian,Beginner
2597,41,54,172,18.3,Muscle Gain,Vegetarian,Beginner
2598,42,110,189,30.8,Muscle Gain,Vegetarian,Beginner
2599,19,109,153,46.6,Fat Loss,Vegetarian,Intermediate
2600,63,125,152,54.1,Muscle Gain,Non-Vegetarian,Beginner
2601,48,59,195,15.5,Fat Loss,Vegetarian,Advanced
2602,19,100,160,39.1,Weight Maintenance,Vegetarian,Intermediate
2603,18,85,168,30.1,Fat Loss,Non-Vegetarian,Advanced
2604,53,113,152,48.9,Fat Loss,Vegetarian,Intermediate
2605,18,89,165,32.7,Weight Maintenance,Non-Vegetarian,Advanced
2606,62,120,184,35.4,Muscle Gain,Vegetarian,Beginner
2607,23,125,192,33.9,Fat Loss,Vegetarian,Beginner
2608,47,104,192,28.2,Muscle Gain,Non-Vegetarian,Intermediate
2609,43,108,171,36.9,Muscle Gain,Vegetarian,Intermediate
2610,46,70,188,19.8,Muscle Gain,Non-Vegetarian,Advanced
2611,41,89,157,36.1,Fat Loss,Vegetarian,Advanced
2612,50,77,199,19.4,Weight Maintenance,Vegetarian,Advanced
2613,61,127,151,55.7,Fat Loss,Vegetarian,Beginner
2614,25,122,177,38.9,Muscle Gain,Non-Vegetarian,Beginner
2615,31,73,195,19.2,Muscle Gain,Vegetarian,Beginner
2616,46,82,151,36.0,Muscle Gain,Non-Vegetarian,Advanced
2617,35,82,197,21.1,Weight Maintenance,Vegetarian,Advanced
2618,22,108,152,46.7,Muscle Gain,Non-Vegetarian,Intermediate
2619,63,106,184,31.3,Fat Loss,Vegetarian,Intermediate
2620,36,51,165,18.7,Weight Maintenance,Vegetarian,Advanced
2621,26,64,172,21.6,Fat Loss,Non-Vegetarian,Beginner
2622,32,80,184,23.6,Fat Loss,Vegetarian,Beginner
2623,22,93,152,40.3,Fat Loss,Vegetarian,Beginner
2624,26,76,162,29.0,Weight Maintenance,Vegetarian,Advanced
2625,65,73,171,25.0,Fat Loss,Vegetarian,Beginner
2626,47,78,192,21.2,Muscle Gain,Non-Vegetarian,Intermediate
2627,56,118,166,42.8,Muscle Gain,Non-Vegetarian,Intermediate
2628,41,113,170,39.1,Fat Loss,Vegetarian,Beginner
2629,29,79,177,25.2,Muscle Gain,Vegetarian,Intermediate
2630,45,83,166,30.1,Muscle Gain,Vegetarian,Beginner
2631,20,58,186,16.8,Muscle Gain,Vegetarian,Intermediate
2632,37,124,172,41.9,Fat Loss,Vegetarian,Advanced
2633,41,128,161,49.4,Weight Maintenance,Non-Vegetarian,Intermediate
2634,37,74,150,32.9,Fat Loss,Non-Vegetarian,Intermediate
2635,49,82,169,28.7,Muscle Gain,Vegetarian,Advanced
2636,20,87,191,23.8,Weight Maintenance,Vegetarian,Advanced
2637,28,77,175,25.1,Muscle Gain,Vegetarian,Advanced
2638,25,121,198,30.9,Fat Loss,Vegetarian,Advanced
2639,65,67,161,25.8,Weight Maintenance,Non-Vegetarian,Intermediate
2640,62,100,167,35.9,Fat Loss,Vegetarian,Advanced
2641,37,97,200,24.2,Muscle Gain,Vegetarian,Advanced
2642,28,88,175,28.7,Weight Maintenance,Non-Vegetarian,Beginner
2643,61,86,168,30.5,Muscle Gain,Vegetarian,Beginner
2644,50,114,160,44.5,Weight Maintenance,Vegetarian,Intermediate
2645,27,128,194,34.0,Fat Loss,Vegetarian,Intermediate
2646,43,124,163,46.7,Muscle Gain,Non-Vegetarian,Intermediate
2647,51,88,176,28.4,Weight Maintenance,Non-Vegetarian,Intermediate
2648,53,129,177,41.2,Fat Loss,Non-Vegetarian,Advanced
2649,32,110,174,36.3,Weight Maintenance,Vegetarian,Beginner
2650,20,56,194,14.9,Fat Loss,Vegetarian,Beginner
2651,63,115,165,42.2,Muscle Gain,Vegetarian,Beginner
2652,55,121,199,30.6,Fat Loss,Non-Vegetarian,Beginner
2653,43,64,197,16.5,Muscle Gain,Non-Vegetarian,Advanced
2654,22,94,165,34.5,Fat Loss,Vegetarian,Beginner
2655,39,115,154,48.5,Muscle Gain,Non-Vegetarian,Advanced
2656,19,57,164,21.2,Muscle Gain,Vegetarian,Advanced
2657,55,54,197,13.9,Fat Loss,Vegetarian,Intermediate
2658,29,95,165,34.9,Muscle Gain,Non-Vegetarian,Beginner
2659,42,119,160,46.5,Weight Maintenance,Non-Vegetarian,Beginner
2660,55,79,156,32.5,Muscle Gain,Non-Vegetarian,Advanced
2661,54,63,183,18.8,Weight Maintenance,Vegetarian,Intermediate
2662,48,70,154,29.5,Weight Maintenance,Vegetarian,Advanced
2663,35,91,172,30.8,Fat Loss,Vegetarian,Intermediate
2664,20,51,154,21.5,Fat Loss,Non-Vegetarian,Intermediate
2665,44,121,194,32.2,Fat Loss,Vegetarian,Intermediate
2666,46,99,154,41.7,Weight Maintenance,Vegetarian,Beginner
2667,23,107,195,28.1,Weight Maintenance,Vegetarian,Intermediate
2668,57,106,198,27.0,Muscle Gain,Vegetarian,Beginner
2669,55,124,189,34.7,Muscle Gain,Vegetarian,Beginner
2670,54,88,174,29.1,Muscle Gain,Vegetarian,Beginner
2671,55,87,157,35.3,Fat Loss,Non-Vegetarian,Intermediate
2672,48,55,179,17.2,Muscle Gain,Vegetarian,Beginner
2673,26,88,159,34.8,Weight Maintenance,Non-Vegetarian,Intermediate
2674,40,81,184,23.9,Fat Loss,Vegetarian,Beginner
2675,22,86,169,30.1,Fat Loss,Non-Vegetarian,Advanced
2676,29,93,150,41.3,Muscle Gain,Vegetarian,Beginner
2677,23,110,200,27.5,Weight Maintenance,Vegetarian,Beginner
2678,45,73,186,21.1,Fat Loss,Vegetarian,Advanced
2679,18,107,199,27.0,Fat Loss,Vegetarian,Advanced
2680,22,99,187,28.3,Weight Maintenance,Vegetarian,Beginner
2681,27,52,198,13.3,Fat Loss,Vegetarian,Intermediate
2682,60,101,196,26.3,Weight Maintenance,Vegetarian,Beginner
2683,49,127,188,35.9,Muscle Gain,Vegetarian,Intermediate
2684,32,94,172,31.8,Weight Maintenance,Vegetarian,Intermediate
2685,30,95,167,34.1,Fat Loss,Vegetarian,Advanced
2686,43,53,161,20.4,Weight Maintenance,Vegetarian,Beginner
2687,28,105,166,38.1,Muscle Gain,Vegetarian,Advanced
2688,43,122,191,33.4,Fat Loss,Non-Vegetarian,Intermediate
2689,40,83,184,24.5,Weight Maintenance,Vegetarian,Intermediate
2690,29,83,180,25.6,Muscle Gain,Non-Vegetarian,Intermediate
2691,60,55,176,17.8,Muscle Gain,Vegetarian,Intermediate
2692,44,69,184,20.4,Muscle Gain,Vegetarian,Beginner
2693,54,97,196,25.2,Muscle Gain,Vegetarian,Advanced
2694,47,98,152,42.4,Weight Maintenance,Vegetarian,Advanced
2695,58,130,166,47.2,Fat Loss,Vegetarian,Beginner
2696,22,128,191,35.1,Fat Loss,Vegetarian,Intermediate
2697,48,104,169,36.4,Weight Maintenance,Vegetarian,Advanced
2698,52,78,193,20.9,Fat Loss,Vegetarian,Advanced
2699,60,108,177,34.5,Weight Maintenance,Vegetarian,Beginner
2700,32,71,198,18.1,Weight Maintenance,Vegetarian,Beginner
2701,52,83,166,30.1,Muscle Gain,Non-Vegetarian,Intermediate
2702,63,64,192,17.4,Weight Maintenance,Vegetarian,Advanced
2703,56,115,182,34.7,Muscle Gain,Vegetarian,Advanced
2704,65,124,190,34.3,Fat Loss,Vegetarian,Intermediate
2705,39,74,183,22.1,Muscle Gain,Vegetarian,Intermediate
2706,35,125,154,52.7,Fat Loss,Non-Vegetarian,Advanced
2707,22,56,171,19.2,Weight Maintenance,Non-Vegetarian,Intermediate
2708,24,125,169,43.8,Fat Loss,Vegetarian,Advanced
2709,57,72,159,28.5,Weight Maintenance,Vegetarian,Beginner
2710,63,67,168,23.7,Weight Maintenance,Non-Vegetarian,Intermediate
2711,32,127,197,32.7,Weight Maintenance,Non-Vegetarian,Beginner
2712,58,81,182,24.5,Fat Loss,Vegetarian,Intermediate
2713,33,113,161,43.6,Muscle Gain,Vegetarian,Advanced
2714,19,95,197,24.5,Muscle Gain,Vegetarian,Intermediate
2715,28,109,160,42.6,Muscle Gain,Vegetarian,Advanced
2716,23,82,187,23.4,Fat Loss,Vegetarian,Advanced
2717,35,86,153,36.7,Weight Maintenance,Non-Vegetarian,Intermediate
2718,47,87,173,29.1,Weight Maintenance,Non-Vegetarian,Advanced
2719,27,53,158,21.2,Weight Maintenance,Vegetarian,Intermediate
2720,47,101,199,25.5,Fat Loss,Vegetarian,Beginner
2721,47,118,161,45.5,Muscle Gain,Vegetarian,Advanced
2722,61,51,150,22.7,Weight Maintenance,Vegetarian,Intermediate
2723,25,83,152,35.9,Muscle Gain,Non-Vegetarian,Advanced
2724,49,122,183,36.4,Muscle Gain,Vegetarian,Intermediate
2725,64,100,158,40.1,Muscle Gain,Non-Vegetarian,Advanced
2726,24,78,184,23.0,Muscle Gain,Non-Vegetarian,Intermediate
2727,57,97,171,33.2,Weight Maintenance,Vegetarian,Intermediate
2728,39,120,178,37.9,Fat Loss,Non-Vegetarian,Beginner
2729,37,81,191,22.2,Weight Maintenance,Vegetarian,Beginner
2730,28,130,190,36.0,Muscle Gain,Vegetarian,Beginner
2731,43,79,196,20.6,Fat Loss,Vegetarian,Intermediate
2732,63,128,189,35.8,Muscle Gain,Non-Vegetarian,Advanced
2733,54,90,186,26.0,Weight Maintenance,Vegetarian,Advanced
2734,50,59,179,18.4,Fat Loss,Vegetarian,Intermediate
2735,31,126,166,45.7,Weight Maintenance,Vegetarian,Advanced
2736,18,96,161,37.0,Muscle Gain,Non-Vegetarian,Advanced
2737,50,103,190,28.5,Fat Loss,Non-Vegetarian,Advanced
2738,43,115,160,44.9,Weight Maintenance,Vegetarian,Beginner
2739,41,89,183,26.6,Weight Maintenance,Vegetarian,Beginner
2740,38,73,161,28.2,Fat Loss,Non-Vegetarian,Advanced
2741,49,50,179,15.6,Fat Loss,Vegetarian,Beginner
2742,23,91,161,35.1,Fat Loss,Vegetarian,Intermediate
2743,49,68,179,21.2,Fat Loss,Vegetarian,Advanced
2744,55,114,171,39.0,Fat Loss,Non-Vegetarian,Beginner
2745,51,117,176,37.8,Muscle Gain,Vegetarian,Advanced
2746,45,118,190,32.7,Muscle Gain,Vegetarian,Advanced
2747,48,78,178,24.6,Muscle Gain,Vegetarian,Intermediate
2748,64,108,171,36.9,Muscle Gain,Non-Vegetarian,Advanced
2749,56,120,157,48.7,Weight Maintenance,Vegetarian,Advanced
2750,51,95,199,24.0,Muscle Gain,Non-Vegetarian,Intermediate
2751,23,75,162,28.6,Weight Maintenance,Vegetarian,Intermediate
2752,33,98,175,32.0,Muscle Gain,Vegetarian,Advanced
2753,43,111,162,42.3,Weight Maintenance,Vegetarian,Beginner
2754,47,67,174,22.1,Muscle Gain,Non-Vegetarian,Intermediate
2755,48,112,174,37.0,Fat Loss,Vegetarian,Intermediate
2756,38,81,187,23.2,Muscle Gain,Vegetarian,Intermediate
2757,24,68,150,30.2,Fat Loss,Vegetarian,Intermediate
2758,62,64,173,21.4,Muscle Gain,Non-Vegetarian,Advanced
2759,41,59,160,23.0,Weight Maintenance,Vegetarian,Intermediate
2760,31,90,180,27.8,Weight Maintenance,Vegetarian,Intermediate
2761,50,69,164,25.7,Muscle Gain,Vegetarian,Advanced
2762,37,108,170,37.4,Weight Maintenance,Vegetarian,Beginner
2763,50,54,163,20.3,Muscle Gain,Vegetarian,Advanced
2764,64,53,169,18.6,Weight Maintenance,Non-Vegetarian,Beginner
2765,55,112,154,47.2,Fat Loss,Non-Vegetarian,Intermediate
2766,49,87,154,36.7,Weight Maintenance,Vegetarian,Intermediate
2767,49,99,164,36.8,Fat Loss,Non-Vegetarian,Beginner
2768,31,123,199,31.1,Weight Maintenance,Vegetarian,Advanced
2769,45,73,171,25.0,Muscle Gain,Non-Vegetarian,Advanced
2770,22,91,157,36.9,Weight Maintenance,Vegetarian,Intermediate
2771,65,50,179,15.6,Muscle Gain,Vegetarian,Intermediate
2772,23,67,199,16.9,Fat Loss,Non-Vegetarian,Intermediate
2773,58,124,162,47.2,Weight Maintenance,Vegetarian,Intermediate
2774,39,73,160,28.5,Weight Maintenance,Vegetarian,Intermediate
2775,49,115,154,48.5,Muscle Gain,Vegetarian,Beginner
2776,42,70,189,19.6,Muscle Gain,Vegetarian,Beginner
2777,37,62,166,22.5,Muscle Gain,Vegetarian,Beginner
2778,33,129,181,39.4,Weight Maintenance,Vegetarian,Advanced
2779,55,56,165,20.6,Muscle Gain,Non-Vegetarian,Advanced
2780,40,76,170,26.3,Fat Loss,Vegetarian,Advanced
2781,51,125,200,31.2,Fat Loss,Non-Vegetarian,Advanced
2782,27,92,179,28.7,Fat Loss,Vegetarian,Advanced
2783,46,93,171,31.8,Fat Loss,Vegetarian,Intermediate
2784,47,56,171,19.2,Weight Maintenance,Non-Vegetarian,Intermediate
2785,59,127,184,37.5,Weight Maintenance,Vegetarian,Intermediate
2786,42,126,194,33.5,Weight Maintenance,Vegetarian,Beginner
2787,43,98,198,25.0,Weight Maintenance,Vegetarian,Intermediate
2788,44,63,174,20.8,Fat Loss,Vegetarian,Intermediate
2789,41,68,170,23.5,Fat Loss,Vegetarian,Advanced
2790,30,112,185,32.7,Fat Loss,Vegetarian,Intermediate
2791,30,63,177,20.1,Weight Maintenance,Vegetarian,Intermediate
2792,23,109,161,42.1,Muscle Gain,Vegetarian,Intermediate
2793,62,57,191,15.6,Muscle Gain,Non-Vegetarian,Beginner
2794,62,65,157,26.4,Muscle Gain,Vegetarian,Advanced
2795,34,58,150,25.8,Fat Loss,Vegetarian,Intermediate
2796,40,83,194,22.1,Muscle Gain,Non-Vegetarian,Intermediate
2797,32,71,186,20.5,Fat Loss,Vegetarian,Intermediate
2798,52,72,182,21.7,Weight Maintenance,Vegetarian,Intermediate
2799,42,112,177,35.7,Fat Loss,Non-Vegetarian,Advanced
2800,49,110,153,47.0,Muscle Gain,Vegetarian,Beginner
2801,44,122,195,32.1,Muscle Gain,Non-Vegetarian,Beginner
2802,41,114,167,40.9,Muscle Gain,Vegetarian,Beginner
2803,55,75,197,19.3,Muscle Gain,Vegetarian,Advanced
2804,26,117,164,43.5,Weight Maintenance,Vegetarian,Beginner
2805,57,80,191,21.9,Fat Loss,Vegetarian,Advanced
2806,18,93,156,38.2,Weight Maintenance,Vegetarian,Beginner
2807,59,62,190,17.2,Weight Maintenance,Vegetarian,Beginner
2808,24,101,194,26.8,Fat Loss,Vegetarian,Intermediate
2809,62,92,158,36.9,Muscle Gain,Vegetarian,Advanced
2810,37,113,175,36.9,Muscle Gain,Vegetarian,Beginner
2811,63,76,151,33.3,Muscle Gain,Vegetarian,Beginner
2812,28,122,173,40.8,Weight Maintenance,Non-Vegetarian,Intermediate
2813,28,59,170,20.4,Weight Maintenance,Vegetarian,Intermediate
2814,51,83,151,36.4,Fat Loss,Non-Vegetarian,Intermediate
2815,41,57,189,16.0,Muscle Gain,Vegetarian,Advanced
2816,55,59,167,21.2,Muscle Gain,Vegetarian,Beginner
2817,46,59,150,26.2,Muscle Gain,Vegetarian,Beginner
2818,49,53,153,22.6,Weight Maintenance,Vegetarian,Beginner
2819,44,52,178,16.4,Fat Loss,Vegetarian,Intermediate
2820,32,77,160,30.1,Weight Maintenance,Vegetarian,Advanced
2821,25,125,173,41.8,Fat Loss,Vegetarian,Beginner
2822,47,57,177,18.2,Fat Loss,Vegetarian,Beginner
2823,28,110,165,40.4,Muscle Gain,Vegetarian,Beginner
2824,57,61,170,21.1,Fat Loss,Non-Vegetarian,Intermediate
2825,47,76,192,20.6,Fat Loss,Vegetarian,Intermediate
2826,65,91,167,32.6,Weight Maintenance,Non-Vegetarian,Advanced
2827,61,107,173,35.8,Fat Loss,Vegetarian,Beginner
2828,55,83,162,31.6,Muscle Gain,Non-Vegetarian,Advanced
2829,41,102,183,30.5,Weight Maintenance,Vegetarian,Intermediate
2830,58,110,150,48.9,Fat Loss,Vegetarian,Advanced
2831,49,81,184,23.9,Fat Loss,Vegetarian,Advanced
2832,63,57,160,22.3,Muscle Gain,Vegetarian,Advanced
2833,65,69,191,18.9,Fat Loss,Non-Vegetarian,Intermediate
2834,63,83,185,24.3,Weight Maintenance,Non-Vegetarian,Advanced
2835,60,74,151,32.5,Weight Maintenance,Vegetarian,Advanced
2836,63,64,190,17.7,Weight Maintenance,Non-Vegetarian,Intermediate
2837,49,115,178,36.3,Muscle Gain,Vegetarian,Advanced
2838,23,75,173,25.1,Weight Maintenance,Vegetarian,Beginner
2839,21,92,191,25.2,Muscle Gain,Vegetarian,Advanced
2840,33,76,195,20.0,Muscle Gain,Vegetarian,Intermediate
2841,35,105,179,32.8,Fat Loss,Vegetarian,Intermediate
2842,31,118,197,30.4,Weight Maintenance,Vegetarian,Advanced
2843,65,118,159,46.7,Fat Loss,Vegetarian,Beginner
2844,60,85,180,26.2,Fat Loss,Vegetarian,Beginner
2845,59,119,194,31.6,Muscle Gain,Non-Vegetarian,Intermediate
2846,38,93,163,35.0,Muscle Gain,Vegetarian,Advanced
2847,52,115,191,31.5,Fat Loss,Non-Vegetarian,Advanced
2848,21,54,164,20.1,Muscle Gain,Vegetarian,Beginner
2849,59,65,169,22.8,Muscle Gain,Non-Vegetarian,Intermediate
2850,59,69,200,17.2,Muscle Gain,Vegetarian,Beginner
2851,62,111,195,29.2,Fat Loss,Vegetarian,Intermediate
2852,60,58,191,15.9,Muscle Gain,Non-Vegetarian,Intermediate
2853,39,71,153,30.3,Fat Loss,Non-Vegetarian,Intermediate
2854,56,88,198,22.4,Fat Loss,Non-Vegetarian,Intermediate
2855,24,129,197,33.2,Muscle Gain,Vegetarian,Beginner
2856,52,92,153,39.3,Weight Maintenance,Vegetarian,Beginner
2857,50,126,196,32.8,Muscle Gain,Vegetarian,Intermediate
2858,32,125,184,36.9,Muscle Gain,Vegetarian,Beginner
2859,61,123,177,39.3,Weight Maintenance,Non-Vegetarian,Intermediate
2860,58,108,153,46.1,Muscle Gain,Non-Vegetarian,Intermediate
2861,19,127,196,33.1,Muscle Gain,Non-Vegetarian,Beginner
2862,55,94,153,40.2,Fat Loss,Vegetarian,Intermediate
2863,38,112,199,28.3,Muscle Gain,Non-Vegetarian,Intermediate
2864,65,101,156,41.5,Fat Loss,Vegetarian,Advanced
2865,31,110,180,34.0,Fat Loss,Vegetarian,Advanced
2866,18,71,151,31.1,Muscle Gain,Non-Vegetarian,Beginner
2867,64,80,165,29.4,Fat Loss,Non-Vegetarian,Beginner
2868,30,78,199,19.7,Muscle Gain,Vegetarian,Beginner
2869,64,127,165,46.6,Fat Loss,Vegetarian,Beginner
2870,44,103,172,34.8,Muscle Gain,Vegetarian,Advanced
2871,25,107,158,42.9,Weight Maintenance,Vegetarian,Advanced
2872,42,101,194,26.8,Muscle Gain,Non-Vegetarian,Intermediate
2873,46,56,158,22.4,Fat Loss,Non-Vegetarian,Advanced
2874,62,82,195,21.6,Fat Loss,Vegetarian,Beginner
2875,53,67,187,19.2,Weight Maintenance,Non-Vegetarian,Advanced
2876,35,93,161,35.9,Muscle Gain,Vegetarian,Advanced
2877,60,80,180,24.7,Muscle Gain,Non-Vegetarian,Advanced
2878,49,129,167,46.3,Muscle Gain,Non-Vegetarian,Beginner
2879,55,93,162,35.4,Muscle Gain,Non-Vegetarian,Advanced
2880,53,64,197,16.5,Weight Maintenance,Non-Vegetarian,Intermediate
2881,29,98,167,35.1,Weight Maintenance,Vegetarian,Advanced
2882,18,51,155,21.2,Muscle Gain,Non-Vegetarian,Beginner
2883,33,71,192,19.3,Weight Maintenance,Non-Vegetarian,Beginner
2884,39,54,151,23.7,Fat Loss,Vegetarian,Beginner
2885,58,111,177,35.4,Muscle Gain,Vegetarian,Advanced
2886,59,59,153,25.2,Muscle Gain,Non-Vegetarian,Beginner
2887,32,58,188,16.4,Fat Loss,Vegetarian,Advanced
2888,54,68,192,18.4,Weight Maintenance,Non-Vegetarian,Advanced
2889,31,105,152,45.4,Muscle Gain,Vegetarian,Advanced
2890,43,129,159,51.0,Muscle Gain,Non-Vegetarian,Beginner
2891,59,99,153,42.3,Weight Maintenance,Vegetarian,Advanced
2892,34,67,190,18.6,Weight Maintenance,Vegetarian,Beginner
2893,44,103,174,34.0,Muscle Gain,Non-Vegetarian,Advanced
2894,49,115,171,39.3,Muscle Gain,Vegetarian,Beginner
2895,23,59,186,17.1,Weight Maintenance,Vegetarian,Beginner
2896,58,60,172,20.3,Muscle Gain,Vegetarian,Intermediate
2897,37,85,168,30.1,Weight Maintenance,Vegetarian,Advanced
2898,23,61,152,26.4,Muscle Gain,Non-Vegetarian,Beginner
2899,51,69,185,20.2,Muscle Gain,Non-Vegetarian,Advanced
2900,52,106,160,41.4,Muscle Gain,Vegetarian,Beginner
2901,62,78,155,32.5,Muscle Gain,Vegetarian,Beginner
2902,28,120,164,44.6,Muscle Gain,Vegetarian,Advanced
2903,44,79,197,20.4,Fat Loss,Vegetarian,Beginner
2904,60,102,199,25.8,Fat Loss,Vegetarian,Beginner
2905,40,126,197,32.5,Weight Maintenance,Non-Vegetarian,Beginner
2906,38,90,200,22.5,Fat Loss,Vegetarian,Beginner
2907,40,124,163,46.7,Fat Loss,Vegetarian,Intermediate
2908,34,60,189,16.8,Muscle Gain,Non-Vegetarian,Intermediate
2909,35,67,158,26.8,Fat Loss,Vegetarian,Advanced
2910,46,79,191,21.7,Fat Loss,Vegetarian,Intermediate
2911,56,83,194,22.1,Muscle Gain,Vegetarian,Beginner
2912,53,103,150,45.8,Fat Loss,Vegetarian,Beginner
2913,45,102,183,30.5,Weight Maintenance,Vegetarian,Advanced
2914,38,100,156,41.1,Muscle Gain,Non-Vegetarian,Advanced
2915,61,118,159,46.7,Fat Loss,Vegetarian,Advanced
2916,37,100,190,27.7,Muscle Gain,Vegetarian,Intermediate
2917,22,129,153,55.1,Fat Loss,Vegetarian,Advanced
2918,20,75,167,26.9,Weight Maintenance,Vegetarian,Advanced
2919,63,111,194,29.5,Fat Loss,Non-Vegetarian,Beginner
2920,42,51,165,18.7,Muscle Gain,Vegetarian,Intermediate
2921,61,114,176,36.8,Weight Maintenance,Non-Vegetarian,Intermediate
2922,19,67,190,18.6,Muscle Gain,Vegetarian,Intermediate
2923,44,66,187,18.9,Fat Loss,Non-Vegetarian,Beginner
2924,47,91,183,27.2,Muscle Gain,Non-Vegetarian,Advanced
2925,18,74,175,24.2,Muscle Gain,Vegetarian,Intermediate
2926,54,128,177,40.9,Muscle Gain,Non-Vegetarian,Intermediate
2927,32,118,159,46.7,Weight Maintenance,Vegetarian,Intermediate
2928,21,63,167,22.6,Fat Loss,Non-Vegetarian,Intermediate
